Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
California Paranormal,English,4.7,1 h 20 min,2019.0,13+,"Horror filmmaker Hunter Johnson believes unexplained things have happened around him all his life. In this film, he speaks to ten Californians who speak about encounters with playful demons, having sex with ghosts, seeing UFOs etc. Watch this film which talks about every intriguing conspiracy theory under the sun, from Big Foot to Area 5 and more."
Janiva,Marathi,6.2,1 h 40 mins,2015.0,13+,"Janiva Is A  Marathi Family Drama Movie, Featuring Satya Manjrekar And Renuka Shahane. Janiva Which Means Realization Is A Story Of A Young Boy. The Film Touches Upon Farmer Suicides, Rise In Rapes, Eve-teasing During Festivals, Society's Negligence Towards Crimes. Sameer Deshpande Takes The Situation In His Hands And Fights The Famous Battle Of Justice Vs Injustice."
Pad Yatra: A Green Odyssey,English,7.4,1h,2019.0,13+,"HH Gyalwang Drupka and 700 of his students are on a mission to turn on the spotlight on the pollution at Himalayas and as well as the Climate Change. To accomplish this mission they go on treacherous terrains, risk injuries and even starvation. Watch their inspiring journey to bring home a profound message that will save the future of this planet."
Shibu,Malayalam,6.7,2 h 2 min,2019.0,All,"Shibu is a young guy from small town who wants to become a film director.  Later he met with a girl named Kalyani, a doctor in a match-making meet, how their aspirations bring them together makes rest of the story.  Climax twist is really unpredictable its a highlight of the movie. After theatrical release movie recieved  widespread positive reviews from audience and critics."
A Map of the World,English,6.6,2 h 6 min,1999.0,18+,The tragedy of a child's death shatters the humdrum routine that once defined Alice Goodwin and her life on a Wisconsin farm.
Mahayoddha Vir : The Robot Boy Movie,Hindi,2.8,45min,2013.0,All,"Vir is undoubtedly is the greatest warrior of the city but Mad Max doesn't think so as he considers him the greatest warrior of all time. He can prove this only by defeating Vir. He invents different types of Robots to outdo Vir's power and sends Dustbin Robot, Kung-Fu-Master who are too powerful and creates lots of chaos in the city until Vir comes with an idea to defeat them."
Saaho (Kannada),Kannada, 5.2,2 h 49 min,2019.0,13+,"After many innocents become scapegoats in a mind boggling robbery, an undercover super cop is summoned to the city. While the investigation progresses, dark secrets about one of the biggest mafias of the world surfaces but with a bundle of mysteries attached."
Anjaana Anjaani,Hindi,5.8,2 h 31 min,2010.0,NR,"A romantic comedy and drama about two strangers - one stranger than the other. Two people can happen to meet anywhere. But Akash and Kiara met in an unusual situation of distress, unable to part ways thereafter as fate would have it. Thus, begins a series of hilarious misadventures as they embark on a fun but morbid journey with each other. Life, however, interrupts and painful choices must ..."
Raeeszada,Hindi,3.9,2 h 27 min,2020.0,13+,"When Sanjay, a policeman, arrests Jagannath, a gangster, his senior disagrees and frees the goon. Sanjay decides to resign and fight corruption on his own."
Hey Jude,Malayalam,6.9,2 h 24 min,2018.0,All,"The story centers around two odd ball characters- one is a youngster from Fort Kochi named Jude and the other, a talented singer from Goa named Crystal. When these two characters come together, their lives undergo several changes, leading to love, self-discovery, healing and transformation."
LBJ,English,6.5,1 h 37 min,2018.0,18+,"In the immediate aftermath of the Kennedy assassination, Lyndon Johnson faces off against enemies from within his own party and his own White House as he frantically struggles to secure the legitimacy of his presidency before it slips through his fingers forever."
Wanted,Hindi,6.7,2 h 25 min,1984.0,NR,"An honest forest officer, Vikram, is in love with Angela, and soon both get married. Their marriage and bliss is shattered when dacait Kehar Singh kills Angela. When Vikram sets out to avenge her death, he himself is framed and sentenced to prison. When he completes his sentence, he comes out only to be a suspect again, this time in the eyes of Neeta, who thinks he killed her dad."
Teenkahon,Bengali,7.4,2 h 4 min,2015.0,18+,"Teenkahon (Three Obsessions) is a triptych film in Bengali by debutant filmmaker Bauddhayan Mukherji. It is an international art house film from Bengal which, as a piece of social document, tries to capture the changing face of morality, the degeneration of values, the increasing pollution of the spoken language and the changing social fabric of Bengal through three stories."
Parayanumvayya Parayathirikkanumvayya,Malayalam,5.6,2 h 11 min,1985.0,NR,"Parayanumvayya Parayathirikkanumvayya is a 1985 Indian Malayalam film, directed by Priyadarshan and Produced by Anand. The film stars Shankar, Mammootty, Menaka, Sumithra, Sreenath and Mohanlal in lead roles. The music of the film was composed by M. G. Radhakrishnan."
Sultan,Hindi,7,2 h 49 min,2016.0,13+,"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds staked up against him. But when he has nothing to lose and everything to gain in this fight for his life match, he must literally fight for his life. Sultan believes he’s got what it takes, but this time, it’s going to take everything he’s got."
Under Siege 2: Dark Territory,English,5.5,1 h 39 min,1995.0,18+,"Casey Ryback has now retired from the Navy and is now a chef at the mile high cafe in Denver, Colorado. Ryback taking his niece Sarah Ryback on a vacation. They board a train traveling through the rocky mountains from Denver to Los Angeles. Travis Dane takes the train hostage and starts using the train as a control center in his effort to take control of a top secret government outer space supe..."
Vaazhvey Maayam,Tamil,6.9,2 h 37 min,1982.0,All,"Raja and Devi fall in love with each other and get engaged. However, when Raja learns that he is suffering from cancer, he hides it from Devi and calls off the engagement."
Nava Mohini,Telugu,7.3,2 h 15 min,1984.0,18+,"Nava Mohini is a horror movie where Raja (Narasimha Raju) and Radha (Rohini) fall in love with each other. But Raja's father Dharmayya, a rich landlord kills Radha as he is against this relationship. The twist in the tale occurs when Radha returns as a ghost and starts troubling their family."
The Geocentric Man,Bengali,6.4,40min,2019.0,13+,"This Kolkata man claims that everyone, from scientists to NASA, is wrong about the solar system. Have you seen him?"
Parvathi Kalyana,Kannada,7.8,2 h 1 min,1967.0,NR,"Parvathi Kalyana is a 1967 Indian Kannada film, directed by B. S. Ranga and produced by B. S. Ranga. The film stars Rajkumar, Udaykumar, M. P. Shankar and Raghavendra Rao in lead roles. The film had musical score by G. K. Venkatesh."
Blumhouse's Fantasy Island,Telugu,4.9,1 h 49 min,2020.0,18+,"In Blumhouse’s Fantasy Island, the enigmatic Mr. Roarke (Michael Peña) makes the secret dreams of his lucky guests come true at a luxurious but remote tropical resort. But when the fantasies turn into nightmares, the guests have to solve the island’s mystery in order to escape with their lives. Also starring Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang and Ryan Hansen."
Dil Vil Pyar Vyar,Hindi,5.2,2 h 30 min,2002.0,13+,"Three friends Hrithik, Krish and Dev meet backstage just before the start of a singing contest. Watch to know who wins the competition and achieves his goal?"
Bhale Manchi Chowka Beram,Telugu,6.3,2 h 14 min,2018.0,13+,"Bhale Manchi Chowka Beram is about Pardhu (Naveed) & Saleem (Parvatheesam), who get duped by a Dubai visa broker and get into odd jobs for livelihood in Hyderabad. While Pardhu works as a cab driver, Saleem chooses to be a Courier Boy. The twist in the tale arises when Saleem picks up a wrong parcel from an ex-army man's house. How did this change the lives of these two is the rest of the story."
Whiplash,English,8.5,1 h 46 min,2015.0,16+,A promising young drummer enrols at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
Yuddham ( In Hindi ),Hindi,3.2,1 h 35 min,2019.0,13+,"Shankar Anna is a messiah to the masses whose only priority in life is his sister Madhumita. Rishi is a student, who falls for Madhumita. Rishi's brother lands his eye on Madhumita and decides to marry the girl. Will Rishi ever know that the girl his brother loves is Madhumita? Will Rishi go against Shankar Anna? 'Yuddham' is an action packed Movie (dubbed in Hindi from Telugu movie: 'Yuddham')"
Dinosaur Island,English,3.8,1 h 13 min,2002.0,7+,"Four teens cast in a plot for a ""Survivor"" type TV series end on a hidden island-like mesa, deep in the South American jungle, on which dinosaurs and cavemen still live."
Praktan,Bengali,7.7,2 h 22 min,2018.0,13+,A train journey let Sudipa share her compartment with Malini who is none other than her ex-husband’s wife. What happens next?
Gabbar Singh,Telugu,7.1,2 h 31 min,2012.0,13+,"Inspired By A Film Character, Venkataratnam, A Policeman, Calls Himself Gabbar Singh. He Is Posted In A Village Where A Local Thug Wants To Join Politics And Also Lures His Stepbrother To Join Him."
Abhimaan,Hindi,7.9,2 h 3 min,1973.0,All,"Subir, a popular singer in show business, encourages his wife and a talented singer, Uma to take up singing as a career. However, his pride is wounded and their marital bliss is threatened when Uma's popularity surpasses his own."
K.G.F: Chapter 1 (Kannada),Kannada, 8.2,2 h 34 min,2018.0,13+,KGF Chapter 1 is a film based on the gold mines that represents absolute power. The film is based on power struggle to rule these fields which eventually becomes one man’s destiny and his final destination.
Natpuna Ennanu Theriyuma,Tamil,4.9,2 h 1 min,2019.0,All,The relationship of three ambitious friends goes through a rough patch when two of them fall for the same girl.
Wrath of the Titans,Tamil,5.7,1 h 39 min,2012.0,13+,"When the gods are in danger of being overthrown by the Titans, Perseus embarks on a treacherous quest into the Underworld to rescue Zeus, overthrow the Titans and save mankind."
Jayammu Nischayammu Raa,Telugu,7.2,2 h 37 min,2016.0,13+,Sarvam (Srinivas Reddy) is desperate to get a transferred back to his home town Kareem Nagar. He thinks his colleague Rani (Poorna) is his lucky for him and begins to woo her in the hope that she will help him get the transfer. And thus begins a hilarious pursuit of happiness.
Bal Shivaji,Marathi,5.9,2 h,1981.0,All,Bal Shivaji Is An International Award Winning Children Movie Directed By National Award Winner Prabhakar Pendharkar.The Legendary Maratha King Chatrapati Shivaji Famous For His Valour And Brave Exploits Had Become A Great Leader When He Was Still In His Teens.This Biographical Film Depicts How He Commanded His Own Army By The Age Of 16 And Outwitted And Defeated Veteran Warriors Like Adil Shah.
Praja,Malayalam,3.8,2 h 58 min,2001.0,NR,"Ex-underworld don Zakkir Ali Hussein (Mohanlal), after giving up violence, is settled peacefully in the suburbs of Kochi. It was under the strong influence of his foster father, Bappu Haji Mustafa (Anupam Kher), that he left Mumbai. An unsuccessful assassination attempt on Haji Mustafa in Mumbai by Raman Naik, an underworld don ignites old wounds in Zakir. He, despite repeated pleas from Haj ..."
Enai Noki Paayum Thota,Tamil,5.6,2 h 31 min,2019.0,16+,A college student gets dragged into chaos when he falls in love with a girl. What starts as a whirlwind romance pulls the protagonist into controversies that changes the course of his life.
Born To Race,Bengali,6,1 h 38 min,2012.0,16+,A rebellious teen (Joseph Cross) needs his estranged father's (John Pyper-Ferguson) help to prepare for the NHRA High School Drag Racing Championship.
Ondalla Eradalla,Kannada, 8.3,1 h 57 min,2018.0,All,Ondalla Eradalla is about a seven year old boy and his pet animal. When accidentally his pet is lost sameera goes in search process in that he meets different sections of society.
Pasanga 2 (Hindi),Hindi,7.4,1 h 59 min,2015.0,All,"Kavin and Naina are pushed out of several schools due to their hyperactive behaviour. Their frustrated parents accidentally meet Tamizh, a child psychiatrist, who becomes a saviour for their children."
Maati,Bengali,7.3,2 h 2 min,2019.0,13+,"A woman’s journey to her ancestral home in East Bangladesh, where she meets the family of her grandmother’s murderer."
Janmadata,Bengali,6.9,2 h 43 min,2017.0,13+,"A Bengali family drama about friends-turned-enemies, whose grandchildren fight to end this family feud."
No.20 Madras Mail,Malayalam,7.7,2 h 49 min,1990.0,NR,"While on a train journey, tony is with his friends. And he gets attracted to a girl named Devi who is in the next compartment. Soon she is found to be murders in the toilet. And one of them is found to be the suspect. They escape the scene but search for the real killer."
Dharla Tar Chavatya,Marathi,7.7,2 h 21 mins,1989.0,All,"Raja promises his dead parents that he'd get his sister Nayan married before he dates anyone. He finds himself in a hilarious mess when he tries to find her a groom as soon as possible, so that he can marry his own long-time girlfriend, not knowing that Nayan is already in love with someone."
Chandra Kumara,Kannada,7.4,2 h 28 min,1963.0,NR,"Chandra Kumara is a 1963 Indian Kannada film, directed by N. S. Varma and produced by T Madar. The film stars Rajkumar, Udaykumar, Rajashankar and Narasimharaju in lead roles. The film had musical score by T. Chalapathi Rao and M. Venkataraju."
Flashbacks of a Fool,English,6.8,1 h 53 min,2008.0,18+,"Joe Scott (Daniel Craig) is a washed up Hollywood star, whose hedonistic lifestyle of sex, drugs, and celebrity has taken its toll. Handsome even in his drug-addled 40s, he leads a directionless, lonely life in his opulent Malibu mansion. Only when confronted by tragedy is he forced to face up to the ghosts of his past."
Boochamma Boochodu,Telugu,4.3,2 h 5 min,2014.0,18+,A happily married couple buy a farmhouse but when they enter into it their happiness departs. What's even more dreadful for them is that the demons don't allow them to escape from their clutches.
Escape From Taliban,Hindi,4.4,2 h 7 min,2003.0,13+,"Escape from Taliban Is A Bollywood Hindi Thriller Movie, Directed By Ujjal Chatterjee, Starring Manisha Koirala, Nawab Khan, Vineeta Malik And Prithvi Zutshi In The Lead Roles. An Indian Woman In Afghanistan Vows To Escape The Oppressive Rule Of The Taliban And Return To Her Homeland, Or Die Trying."
Dil Toh Baccha Hai Ji,Hindi,5.8,2 h 17 min,2011.0,18+,"Watch the hilarious journey of three men staying under the same roof in search of love. Eventually they all meet the loves of their lives, but will they be able to convince their ladies that it is true love?"
Pati Patni Aur Woh,Hindi,5.7,2 h 5 min,2019.0,16+,"Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman."
Down with Love,English,6.3,1 h 41 min,2003.0,18+,"When a men's magazine journalist meets a popular pre-feminist author with a secret agenda of her own a classic battle of the sexes high jinx plot plays out to its expected happy ""coupled"" ending."
Zero Dark Thirty,English,7.4,2 h 37 min,2013.0,18+,"A group of CIA operatives, led by analyst Maya, spends over a decade tracking the location of one of the most dreaded names in the United States of America, Osama Bin Laden."
Run,Bengali,6.7,2 h 32 min,2017.0,13+,"A Bengali film about Jit who loves Megha, but can’t marry her till he has a stable job. What will he do? Watch the film starring Rahul and Priyanka on hocihoi."
Half Serious,Bengali,5,2 h 1 min,2017.0,13+,"A funny take on issues like gender inequality and domestic violence, this is a satirical film on various problems women face."
Dillagi,Hindi,5.3,3 h 2 min,1999.0,13+,"When Ranvir, the responsible elder brother of a middle-class Indian family, realises that his reckless younger brother Rajvir is in love, he arranges for Rajvir's marriage, not realising that the girl is the same person he is in love with."
THE RULES OF ATTRACTION,English,6.7,1 h 50 min,2002.0,18+,"Forget everything you think you know about higher education and prepare to be schooled on the subjects of virginity, insecurity, and debauchery in this dark satire of life, love, and the pursuit of sin."
Varnapakittu,Malayalam,5.8,2 h 33 min,1997.0,All,"Sunny Palomattam, a successful businessman in Singapore, enjoy his life with his girlfriend Sandra Valookaran. However, he is unaware that Sandra is a spy hired by his business rival Mohammed Ali"
Ina,Malayalam,5.9,2 h 6 min,1982.0,NR,"Vinod (Master Raghu) and Anitha (Devi) are classmates in school and have their own private problems. Vinod's stepmother wants to seduce him, and Anitha is an illegitimate child that her mother never wanted. On a rainy day they take shelter in a train wagon, which starts moving before they could get out and stops next in a forest area a long way away from home. There, they find a couple of re ..."
Ganga Ki Saugand,Hindi,5.4,2 h 22 min,1978.0,All,"Thakur Singh's atrocities lead to the death of a young villager Jeeva's mother, who is then thrown out of the village. From a simple village boy, Jeeva turns into a dreaded dacoit and returns to the village to avenge his mother's death."
Wake Up India,Hindi,6.5,1 h 58 min,2013.0,NR,"""Wake Up India is the story of a village girl, Anjali who claims that the chief minister has raped her. Police inspector Babulal refuses to register Anjali's FIR as he fears his job. Undeterred, Anjali visits the police station again, this time with her lawyer Shivam but Babulal, still fearing the wrath of the minister, refuses to change his stand on registering the FIR. After being shunned ..."
Sasesham,Telugu,4.7,2 h 4 min,2012.0,18+,Sri Ram (Vikram Sekhar) director of popular television soap 'Nelavanka' takes off to a guesthouse in the Nallamala forests to write new episodes for the show. Destiny shows him other plans when he meets Jeni (Supriya).
Jalebi - The Taste of Everlasting Love,Hindi,6.1,1 h 43 min,2018.0,13+,"Jalebi is the story of a one-book wonder Aisha Pradhan, who boards an overnight train journey from Mumbai to Delhi. As luck might have it, she gets stuck in the compartment with her former lover and his current wife. This is the story of how she battles all those unanswered questions from her strenuous past with Dev, the love of her life."
The Lost City of Z,Hindi,6.6,2 h 20 min,2017.0,13+,"At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett."
Whistle,Telugu,6.7,2 h 57 min,2019.0,13+,"Rayappan a local don lives in Chennai city slum. He does lot of social welfare for the people in his area. Rayappan’s son Michael, a Football player along with his friends Kiran and Donald participates in National Football Championship and has already reached semifinal, Michael falls in love with Angel Aasirvatham, a Physiotherapist student."
Teen Patti,Bengali,6,1 h 36 min,2014.0,13+,"Teen Patti Is A Suspense Thriller Bengali Movie, Directed By Rehana Parveen Jenny And Dipayan Mondal And Produced By Pritam Das, Starring Pooja Bose, Ritwick Chakraborty And Indraneil Sengupta In The Lead Roles. It's A Story Of Love, Hate And Betrayal And How The Lives Of Three Friends, Arya, Mohor And Mukul, Get Altered By These Forces."
Dreamgirls,English,6.5,2 h 10 min,2006.0,13+,"With showstopping performances by a star-studded cast, Dreamgirls soars with the amazing story of three female singers who learn that anything is possible when you hold on to your dreams."
Mahaanta,Hindi,4.5,2 h 47 min,1997.0,13+,"Vijay arrests Sanjay to protect him from a hitman but when he is released, Sanjay finds out his brother and wife are murdered. He decides to avenge their death and find out why he was arrested."
Shiva,Hindi,8.1,1 h 54 min,2006.0,18+,"Sub-inspector Shiva lives in Mumbai with his brother. With the help of journalist Sandhya, he tries to expose the corrupt connection between cops and the underworld, thus making enemies on both ends."
Khilona,Hindi,6.5,2 h 40 min,1970.0,All,"Vijaykamal is in love with lovely Sapna, but she is forced to marry Bihari, and kills herself on the night of the marriage. Vijaykamal witnesses her death and loses his mind. Vijaykamal's family decide to keep him under lock and key on the terrace of their house. Unable to admit Vijaykamal to a mental asylum, His Brother brings home a young courtesan, Chand, what happens next is rest of the story."
Beder Meye Josna,Bengali,6.3,2 h 37 min,2017.0,13+,A hit Bengali movie about the love between a prince and a girl from the snake-charmer community.
Hichki,Hindi,7.5,1 h 56 min,2018.0,7+,"""HICHKI"" is a story about Naina Mathur (Rani Mukerji), an aspiring teacher who suffers from Tourette Syndrome. After numerous rejections, she lands her dream job as a full-time teacher and gets assigned a class of students who can’t seem to keep out of trouble. Naina must do whatever she can to ensure that her students realise their true potential, and defy all the odds against them."
The Myth of the American Sleepover,English,6.3,1 h 36 min,2010.0,16+,"Amongst the mile roads, neighbourhood blocks, lakes and abandoned factories that make up metro Detroit, four youngsters search for love and adventure on the last night of summer. They cross paths as they rove the suburban wonderland chasing first kisses, elusive crushes, popularity and parties."
Ikkayude Shakadam,Malayalam,4,1 h 39 min,2019.0,13+,"Ikkayude Shakadam is a film of, for and by the fans of Megastar Mammootty. An experimental fantasy-comedy, the movie is a heartfelt tribute one of the finest actors in Indian cinema, and is directed by Prince Avaraachan."
Yuvatha,Telugu,6,2 h 9 min,2008.0,13+,"Babu (Nikhil) leaves his village following a dispute with his uncle & starts living with his friends in Hyderabad. He then meets Baby (Aksha) and they fall in love with each other. But tragedy strikes one of his friends, gets hospitalized & they borrow money for his wellness, which they need to return in short span. Will they be able to return the money or get trapped?"
Body Language,English,7,52min,2020.0,13+,"We communicate more with our body language than our words. Did you know that human expressions are the same across the world? Scientists, having known this fact, are building tools to decipher not only our thoughts and emotions but also our intentions."
Underworld Rise of the Lycans,Telugu,6.6,1 h 32 min,2009.0,18+,"The prequel story traces the origins of the centuries-old blood feud between the aristocratic vampires known as Death Dealers and their onetime slaves, the Lycans."
Bharat,Hindi,5.2,2 h 34 min,2019.0,13+,"Bharat is a journey of a man and a nation together. At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom. Played by Indian superstar, Salman Khan in the title role, with Katrina Kaif, Sunil Grover, Tabu and Disha Patni, Bharat is an entertaining and endearing film about a man’s sacrifices to fulfill a promise made to his father."
Asterix: The Mansion of Gods,English,6.9,1 h 25 min,2014.0,7+,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony."
Jack the Giant Slayer,Hindi,6.2,1 h 54 min,2013.0,13+,An age-old war is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants.
Qissa Panjab,Punjabi,7.4,1 h 33 mins,2015.0,NR,"Qissa Panjab a film that revolves around the lives of its six main protagonists. The lives of these six characters, fighting their circumstances take a significant turn when their stories inter-cross each other. The film then moves on to an unpredictable end. Find out what happens to each one of them as the story unfolds."
The Smurfs 2,Hindi,5.3,1 h 44 min,2013.0,7+,"The Smurfs are back with this follow-up to the blockbuster smash hit from 2011. J. David Stem and David Weiss provide the script, from a story they wrote with Jay Scherick and David Ronn."
Dattak,Hindi,7.5,1 h 59 min,2001.0,NR,Sunil is an NRI married to an American girl. His father lives in Kolkata with an old servant Shambhu. When Sunil returns home after fifteen years he sees the house is locked and his father has disappeared. Guilt-ridden Sunil starts looking for him.
Airaa (Tamil),Tamil,4.7,2 h 17 min,2019.0,13+,"Yamuna is on holiday at her grandma's village bungalow when she strikes upon the genius idea of shooting and uploading real-ghost videos. While shooting, Yamuna chances upon real ghost experiences, incident that test her belief system and rational thinking."
Dwaraka,Telugu,4.9,2 h 17 min,2017.0,13+,"Vijay Devarakonda a thief is mistaken for a god-sent due to a series of coincidences thus turning into Krishnananda Swami. Meanwhile, Pooja Jhaveri a girl he chances upon during his thieving days returns to worship him and he decides to stay back for her. How Vijay turns a new leaf from his conniving ways and wins her love is the rest of the story."
Sanyasi Raja,Bengali,7.9,2 h 19 min,2017.0,13+,"A Bengali film based on the Bhawal case, about a monk claiming to be the prince Surya Sekhar who’s believed to be dead."
All Is Bright,English,5.6,1 h 47 min,2013.0,18+,"While out on parole, Dennis reluctantly takes a job selling Christmas trees with his old buddy Rene in order to make enough money to buy his estranged daughter the piano she's always wanted."
Same Kind of Different as Me,English,6.6,1 h 59 min,2017.0,18+,"From The NY Times bestseller comes an inspirational true story about two men from drastically different backgrounds, who develop a surprising bond that will lead them on the most remarkable journey of their lives and forge an everlasting friendship."
Fight Club,English,8.8,2 h 19 min,1999.0,13+,"In this provocative drama co-starring Brad Pitt and Edward Norton and directed by David Fincher, a disaffected man and his charismatic friend organize brutal, bare-knuckle boxing matches."
Kalla Kulla,Kannada,7.4,2 h 19 min,1975.0,NR,"""Kalla Kulla"" is a 1975 Indian Kannada film, directed by ""K S R Dass"" and Produced by ""CVL Shastry, DTS Rao, D S Narasinga Rao, Y R Ashwath Narayan"".The film Stars ""Vishnuvardhan, Dwarakish, Vajramuni, Thoogudeepa Srinivas, Prabhakar, RajanandKunigal Ramanath"", in lead roles. The film had musical score by "" Rajan-Nagendra""."
Atithee,Hindi,6,2 h 15 min,1978.0,NR,Navendhu belongs to a middle-class family. He is laden with family responsibilities. Things take a turn when his boss Avinash Gupta gets him arrested for the crime he hasn't committed.
Diana,Malayalam,5.5,1 h 17 min,1990.0,NR,"Diana is a 1990 Indian Malayalam film, directed by Nagesh Narayanann. The film stars Shakeela and Chandrasekhar in lead roles."
BHK Bhalla@Halla.Kom,Hindi,5.4,2h,2016.0,13+,BHK Bhalla@Halla.Kom' is the story of a common man hailing from Mumbai who gets into a number of hilarious situations and faces many struggles to fulfill his simple dream of owning a house in the busy city.
Bhola Moira,Bengali,4.4,2 h 12 min,1977.0,NR,"Bhola Moira is a 1977 Indian Bengali film, directed by Pijush Ganguly and produced by Moon Moon Films. The film stars Uttam Kumar, Supriya Debi and Bikash Roy in lead roles. Music of the film was composed by Anil Bagchi."
Days of Thunder,English,6.1,1 h 47 min,1990.0,13+,"Discovered by businessman Tim Daland, Cole is teamed with legendary crew chief and car-builder Harry Hogge to race for the Winston Cup at the Daytona 500. A crash nearly ends Cole’s career and he must turn to a beautiful doctor to regain his nerve."
The Stolen Princess (Tamil),Tamil,6.1,1 h 28 min,2018.0,All,"The Stolen Princess Is A 2018 Ukrainian 3D Kids Animated Fantasy Tamil Film Directed By Oleg Malamuzh, Based On A Fairy Tale Ruslan And Lyudmila By Russian Poet Aleksandr Pushkin. The Film Tells About A Wandering Artist Ruslan Who Saves Princess Mila Kidnapped By Evil Sorcerer Chornomor. The Stolen Princess Gathered Countless Positive Reviews At The Cannes International Film Festival."
The Dark Knight Rises,Tamil,8.4,2 h 44 min,2012.0,13+,"In this epic conclusion to the Dark Knight trilogy, the emergence of Bane, a masked terrorist with ruthless plans for Gotham, drives Batman out of his self-imposed exile."
Ghost,Hindi,2.3,1 h 53 min,2012.0,18+,"After a series of gruesome murders occur in a hospital, Investigator Vijay, with the help of Dr Suhani, pursues the case. He soon discovers that a spirit is causing the killings."
Pyaar Ke Side Effects,Hindi,6.7,2h,2006.0,18+,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
Udayam,Malayalam,7,2 h 28 min,1973.0,NR,"Udayam is a 1973 Indian Malayalam film, directed by P. Bhaskaran. The film stars Madhu, Sharada, Adoor Bhasi and Prem Prakash in lead roles. The film had musical score by V. Dakshinamoorthy."
Manojder Adbhut Bari,Bengali,5.2,1 h 56 min,2020.0,13+,"A missing prince, an old picture - and a strange adventure... This classic is about three siblings in a crazy family."
The Theory of Everything,English,7.7,2 h 3 min,2015.0,16+,"Starring Eddie Redmayne and Felicity Jones, this is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking."
Aakhri Ghulam,Hindi,5,2 h 14 min,1989.0,NR,"Bheema, his father Dinu and generations of their family have been slaves of the wealthy Thakurs. Bheema challenges the authority of the wealthy leaders of the society and invites trouble for himself."
Steel Toes,English,6.1,1 h 30 min,2007.0,18+,"Rage and intolerance collide with compassion Academy-Award nominated David Strathairn portrays Danny Dunkleman, a Jewish liberal humanist, and the court-appointed lawyer representing Mike Downey, a Neo-Nazi Skinhead on trial for the racially motivated murder of an East Indian immigrant."
Mission Kashmir,Hindi,6.7,2 h 30 min,2000.0,13+,"Mission Kashmir Is An Award Winning Bollywood Action Thriller Hindi Movie, Directed By Vidhu Vinod Chopra, Starring Sanjay Dutt, Hrithik Roshan And Preity Zinta In The Lead Roles. The Film Won 9 Awards. When Altaf's Parents Are Murdered A Police Officer Adopts Him. But Altaf Finds Out That The Man Behind His Parents Deaths Is His New Stepfather. He Flees, Returning Years Later In Search Of Revenge"
Safe House,Hindi,6.7,1 h 54 min,2012.0,18+,"Oscar-winner Denzel Washington stars in this high tension, action-packed thriller as a lethal prisoner who is escorted from a compromised safe house by a CIA Agent (Ryan Reynolds). They must make their way to another safe house in South Africa without being taken out by violent forces that want them both dead."
Goliyon Ki Raasleela Ram-Leela,Hindi,6.4,2 h 35 min,2013.0,NR,"Ram, the local village Romeo, is a charming vagabond while Leela is an unbridled and passionate village Juliet. The only thing in common between these two strangers is their families' hatred for each other. The two communities have been sworn enemies since the past 500 years and their own kin falling in love with each other is worse than any storm that could ever come. When Ram and Leela see ..."
Aami Ashbo Phirey,Bengali,6.9,2h,2018.0,18+,"Four stories connected by a violent incident. Songs of an unknown, unheard young singer/songwriter accidentally enters these stories through the virtual media and changes the lives of the characters for the better. They find hope and goodness within themselves in times of despair."
Transformers: Revenge of the Fallen,Telugu,6,2 h 29 min,2009.0,13+,The battle for Earth continues when college-bound Sam Witwicky learns the truth about the ancient origins of the Transformers and must join in their continued battle against the Decepticons.
Hum,Hindi,6.8,2 h 48 min,1991.0,All,"Enraged by his father's death at the hands of Bakhtawar, Tiger vows to murder him but is stopped by Inspector Giridhar. Giridhar then kills Bakhtawar's family and blames Tiger for it."
Buno Haansh,Bengali,6.5,2 h 15 min,2014.0,13+,"Buno Haansh is the thrilling story of Amal - a poor Bangladeshi immigrant, leaves in Kolkata and works as a security guard. To earn quick money he gets involved into smuggling racket. However, when he realizes the dangers in the business he struggles to get out of it."
Rappakal,Malayalam,7.2,2 h 17 min,2005.0,All,"Saraswathiyamma (Sharada) is the head of a noble family that treats her servant Krishnan (Mammootty) as one of her own sons. When her relatives conspire to sell her house, she and Krishnan set out to save it."
WHO,Malayalam,5.3,2 h 32 min,2018.0,13+,"In Mercada, a mysterious valley that is spread across 200 km, strange things happen every year on the Christmas day. These mysterious events need explanation for the logical and reasoning mind. So, A young girl, a dream interpreter, a criminal psychologist and a team of two Police officers try to solve the puzzles."
